customer_id,first_name,last_name,email,age,gender,city,state,registration_date,customer_segment,first_purchase,last_purchase,total_transactions,total_spent,avg_order_value,days_since_last_purchase,is_churned
2780,Ryan,Morales,susan40@example.net,40,M,Nicoleside,DC,2022-12-30,Regular,2022-04-06,2024-12-30,9,270.1,30.01,231,0
2781,Tamara,Stewart,dana58@example.net,45,F,Angelatown,NE,2024-09-21,Regular,2022-01-29,2024-12-11,7,226.1,32.3,250,0
2782,Joel,Price,mariaweaver@example.com,27,F,Leeberg,AR,2024-03-29,Premium,2022-03-06,2024-10-01,11,426.9,38.81,321,1
2783,Jose,Ellis,epage@example.org,20,F,New Kimberly,WA,2024-08-29,Budget,2022-01-02,2024-11-03,10,385.44,38.54,288,1
2784,Leslie,Jones,bkramer@example.net,22,F,New Sarah,ME,2022-08-19,Premium,2022-03-03,2024-12-13,9,351.0,39.0,248,0
2785,Lauren,Briggs,raymond29@example.org,29,F,West Stephanie,OK,2025-06-17,Regular,2022-07-12,2024-10-18,8,344.28,43.04,304,1
2786,Jaclyn,Santos,kevin35@example.net,30,M,Rosefort,NH,2024-09-16,Regular,2022-12-30,2024-11-27,12,324.16,27.01,264,0
2787,Jill,Wood,christopher96@example.org,25,F,West Jessicaborough,MO,2025-05-03,Regular,2022-02-16,2024-04-05,11,468.22,42.57,500,0
2788,Louis,Jones,geraldkane@example.org,19,F,Leahchester,RI,2022-09-04,Regular,2022-05-02,2024-08-13,9,280.53,31.17,370,0
2789,Joseph,Robinson,fergusonmichael@example.net,29,M,Toddburgh,SD,2022-08-20,Regular,2022-05-12,2024-04-16,9,502.46,55.83,489,0
2790,Charles,Turner,tjackson@example.com,37,F,Foxport,NJ,2023-03-03,Regular,2022-09-25,2024-12-26,11,396.41,36.04,235,1
2791,James,George,andrealopez@example.com,42,M,Adamsview,RI,2023-05-11,Regular,2022-08-12,2024-09-25,7,470.95,67.28,327,0
2792,Kimberly,Bird,debbiedavis@example.org,28,F,Manuelmouth,OR,2025-05-18,Premium,2022-03-03,2024-09-15,6,219.38,36.56,337,0
2793,Brenda,Garcia,johnhill@example.com,30,F,New John,WA,2024-06-29,Regular,2022-02-13,2024-07-10,11,420.83,38.26,404,0
2794,Eric,Herrera,brookefrench@example.net,23,F,North Yolandastad,NC,2025-01-30,Regular,2022-02-02,2024-12-05,5,380.49,76.1,256,1
2795,Frank,Mooney,sfoster@example.com,34,M,New Amyside,NV,2024-06-06,Premium,2022-01-12,2024-06-19,8,512.86,64.11,425,0
2796,Steven,Jefferson,taylorraymond@example.com,24,F,Stewartport,UT,2023-04-24,Regular,2022-01-07,2024-11-27,11,252.14,22.92,264,0
2797,Richard,Jackson,maria09@example.com,41,F,Karenmouth,HI,2023-10-21,Regular,2022-01-31,2024-12-28,4,121.65,30.41,233,0
2798,Amanda,Haley,elee@example.com,18,M,Lake Alexanderhaven,MI,2023-12-06,Regular,2022-10-23,2024-01-23,6,475.08,79.18,573,0
2799,Tami,Greene,deborah03@example.net,30,F,North Aaronside,MO,2024-01-23,Regular,2022-02-22,2024-08-12,11,511.55,46.5,371,1
2800,Jared,Jarvis,williamskathleen@example.net,38,F,Tuckerfort,TN,2023-05-29,Regular,2022-01-30,2024-12-15,13,583.38,44.88,246,0
2801,Kyle,Horton,johnhines@example.net,37,F,Jonchester,OR,2024-07-05,Regular,2023-01-02,2024-10-05,5,136.94,27.39,317,0
2802,Joseph,Gregory,dennisevans@example.com,67,M,New Jasonside,NE,2024-10-11,Premium,2022-06-13,2024-04-28,10,407.79,40.78,477,0
2803,David,Compton,millerbrittany@example.com,39,F,Bennettfurt,SD,2023-11-11,Regular,2022-05-26,2024-07-23,11,761.6,69.24,391,0
2804,Eric,Benson,nealrobert@example.org,22,F,Paulmouth,WI,2023-06-18,Regular,2022-07-24,2024-08-10,9,461.15,51.24,373,0
2805,Gina,Rivera,stevenhopkins@example.com,33,M,East Jesus,ME,2022-08-18,Regular,2022-03-31,2024-10-30,9,339.95,37.77,292,0
2806,Margaret,Reid,hcampbell@example.net,18,M,Ramosshire,CA,2025-08-08,Regular,2022-01-21,2024-04-21,14,858.48,61.32,484,0
2807,Heidi,Henson,dguerra@example.com,34,F,Dicksonborough,CA,2022-09-03,Regular,2022-01-27,2024-11-22,12,466.74,38.9,269,1
2808,Billy,Stewart,zberg@example.com,25,F,Rayberg,IL,2023-07-24,Regular,2022-02-15,2024-12-26,8,292.43,36.55,235,1
2809,Mary,York,jeannereeves@example.com,45,F,Port Michelle,MI,2025-03-17,Regular,2022-02-05,2024-12-14,9,547.92,60.88,247,0
2810,Mark,Olson,smithmark@example.com,28,M,Gillespieburgh,AL,2024-12-11,Regular,2022-01-21,2024-10-03,10,484.43,48.44,319,0
2811,Christopher,Rogers,jameshenderson@example.com,33,M,New Sarastad,PR,2024-09-28,Regular,2022-04-15,2024-09-14,9,325.68,36.19,338,0
2812,John,Franklin,ohopkins@example.net,27,M,East Jefferyport,NV,2024-10-03,Regular,2022-01-15,2024-12-11,15,868.25,57.88,250,0
2813,Michael,Richards,harrismichelle@example.org,55,M,New Olivia,UT,2025-05-03,Premium,2022-01-20,2024-10-03,10,355.2,35.52,319,0
2814,William,Reyes,pwilson@example.net,31,F,Sanchezmouth,NE,2022-10-19,Regular,2022-01-24,2024-11-06,9,371.53,41.28,285,1
2815,Erica,Davidson,justin16@example.com,56,F,West Tamaraville,WY,2024-05-31,Regular,2022-01-26,2024-01-28,9,211.9,23.54,568,0
2816,Jorge,Hall,sheilabaldwin@example.com,44,F,Alantown,LA,2023-11-06,Budget,2023-05-15,2024-10-23,10,821.91,82.19,299,1
2817,Vicki,Matthews,joshua41@example.net,40,M,Thomaschester,RI,2024-06-06,Regular,2022-12-27,2024-10-29,12,438.06,36.51,293,0
2818,Anthony,Mcneil,stevemarshall@example.net,39,F,New Timothyshire,RI,2024-01-28,Regular,2022-09-24,2024-09-11,5,226.66,45.33,341,0
2819,Richard,Hall,emills@example.com,39,M,Martinland,MS,2025-01-10,Budget,2022-02-16,2024-11-24,7,163.6,23.37,267,0
2820,Shannon,Jensen,hendersonheather@example.com,18,M,Michaelshire,NV,2023-12-08,Budget,2022-01-18,2024-07-29,12,340.29,28.36,385,1
2821,Kaitlin,Mosley,hector04@example.com,31,F,Hayeschester,GA,2025-03-02,Budget,2022-02-01,2024-04-22,9,422.87,46.99,483,0
2822,John,Parker,kennedymichele@example.org,45,F,Smithside,UT,2023-01-01,Regular,2022-05-08,2024-11-04,9,392.36,43.6,287,0
2823,Steven,Rojas,fsmith@example.com,34,F,Beverlyside,NV,2025-06-06,Budget,2022-02-21,2024-08-11,10,427.46,42.75,372,0
2824,Linda,Todd,geraldterry@example.org,18,M,South Karenfort,VT,2024-12-04,Premium,2022-05-24,2024-04-01,2,272.36,136.18,504,0
2825,Donald,Harvey,justinrobinson@example.com,34,F,South Ryan,MO,2024-05-23,Premium,2022-07-20,2024-12-10,10,187.73,18.77,251,0
2826,Alexander,Brown,kelsey17@example.org,55,F,New Scott,ID,2024-12-08,Premium,2023-04-26,2024-12-03,4,101.46,25.36,258,0
2827,Maria,Brooks,josephpatterson@example.com,49,F,Alexandriaport,IL,2025-05-16,Regular,2023-07-05,2024-10-30,5,225.66,45.13,292,0
2828,Toni,Phillips,walterprice@example.com,34,M,Rebeccastad,OK,2023-12-03,Premium,2022-07-01,2024-11-16,16,890.48,55.66,275,0
2829,David,Hernandez,ahudson@example.org,46,F,Wilsonville,MT,2025-03-08,Regular,2022-07-26,2024-10-29,10,351.7,35.17,293,0
2830,Madison,Harris,morgan85@example.net,30,F,Susanview,NY,2025-05-25,Regular,2022-02-17,2024-06-14,10,202.79,20.28,430,0
2831,Nathan,Johnson,nicholasjuarez@example.com,18,F,Brownchester,AK,2024-10-20,Regular,2022-02-21,2024-03-06,6,248.98,41.5,530,0
2832,Crystal,Mclean,campbelltaylor@example.org,23,M,Port Anne,AZ,2024-09-11,Budget,2022-01-14,2024-12-27,11,366.41,33.31,234,0
2833,Deanna,George,rgross@example.org,53,M,West Timothy,NV,2025-08-04,Regular,2022-06-02,2024-11-18,8,357.36,44.67,273,0
2834,Brandi,Bautista,krauseaaron@example.com,31,M,Woodsview,DE,2023-10-14,Regular,2022-01-11,2024-11-27,14,478.52,34.18,264,0
2835,Jonathan,Stevenson,vincentrogers@example.com,32,M,South Danielle,PW,2025-03-10,Budget,2022-03-06,2024-06-27,9,374.64,41.63,417,1
2836,Lisa,Murphy,rharmon@example.org,31,F,East Jeffreyview,CT,2023-06-14,Premium,2022-07-09,2023-03-19,4,567.37,141.84,883,0
2837,Andrew,Ramirez,myersjoshua@example.com,57,M,Wallacefurt,RI,2025-08-07,Regular,2022-05-24,2024-10-26,8,503.61,62.95,296,0
2838,Caleb,Schneider,conleyantonio@example.org,54,M,Port Mercedesland,VI,2023-05-22,Budget,2023-03-09,2024-11-26,6,260.88,43.48,265,0
2839,Rachel,Hodges,qferguson@example.net,61,M,Riverafort,LA,2022-08-29,Budget,2022-06-06,2024-12-22,11,389.74,35.43,239,1
2840,Scott,Meyer,fwilliams@example.net,33,M,East Jessica,NM,2023-07-09,Budget,2022-05-20,2024-10-16,8,376.08,47.01,306,0
2841,David,Madden,smclaughlin@example.org,38,M,Lake Kimberlyton,MD,2025-02-06,Regular,2022-05-05,2023-11-17,4,157.66,39.42,640,0
2842,Rebecca,Wong,hwagner@example.com,18,F,Bridgetmouth,AR,2023-03-25,Regular,2022-05-06,2024-12-09,7,192.77,27.54,252,0
2843,Maria,Roberts,jason06@example.net,52,F,Michaelville,TN,2023-05-04,Premium,2022-01-22,2024-12-27,10,369.34,36.93,234,0
2844,Martin,Johnson,wmiller@example.com,20,M,Hallmouth,WI,2024-03-27,Regular,2022-01-26,2024-11-10,7,361.81,51.69,281,0
2845,Brad,Bradford,natalie46@example.com,37,M,Justinmouth,MI,2024-12-23,Premium,2023-01-17,2024-11-25,10,332.87,33.29,266,1
2846,Steven,Rivera,erinhughes@example.org,21,M,New Jeffreyport,SC,2024-05-04,Regular,2023-01-13,2024-08-11,8,387.32,48.42,372,1
2847,Gary,Allen,ztran@example.org,27,M,West Riley,HI,2024-10-04,Budget,2023-01-26,2024-10-12,6,220.05,36.67,310,1
2848,Audrey,Ryan,donna18@example.com,24,F,Garciaberg,DC,2024-08-18,Regular,2022-01-15,2024-11-10,10,241.44,24.14,281,1
2849,Lorraine,Knox,maysedward@example.com,27,F,New Jimmy,AZ,2022-09-26,Regular,2022-04-08,2024-12-05,13,435.93,33.53,256,0
2850,Randall,Ortega,barbararodriguez@example.net,28,F,Port Tiffanychester,CT,2025-05-20,Regular,2022-02-01,2024-12-28,14,826.82,59.06,233,0
2851,Anthony,Wright,matthew78@example.com,28,F,Joelstad,CA,2025-07-17,Regular,2022-01-27,2023-10-26,6,133.04,22.17,662,1
2852,Felicia,Mcdaniel,robertsjoel@example.com,45,M,Lake Miguel,FL,2023-07-05,Budget,2022-08-04,2024-11-21,9,544.64,60.52,270,1
2853,Gerald,Ball,cjohnson@example.org,21,F,Edwardsshire,FM,2024-08-17,Regular,2022-10-19,2024-12-24,8,253.09,31.64,237,0
2854,Jason,Franklin,seanmelendez@example.net,37,F,New Randyburgh,MP,2024-03-10,Regular,2022-04-01,2024-12-01,9,244.51,27.17,260,1
2855,Jacob,James,jasonsanders@example.net,49,F,Lake Jane,WY,2024-03-18,Regular,2022-11-25,2024-12-27,9,517.72,57.52,234,1
2856,Joshua,Morris,bwade@example.com,28,M,Hendrickshaven,MP,2024-09-18,Premium,2022-01-28,2024-04-03,5,269.85,53.97,502,1
2857,Nicole,Ramos,hhaynes@example.net,26,F,Castromouth,NJ,2024-11-20,Regular,2022-01-07,2024-09-06,13,480.44,36.96,346,0
2858,Austin,Smith,isaacwhite@example.com,32,F,Gordonside,GU,2024-03-11,Budget,2022-03-18,2024-01-29,8,296.85,37.11,567,0
2859,Christine,Kane,ppruitt@example.com,49,F,Port Jacqueline,AS,2023-11-06,Premium,2022-01-28,2024-12-14,16,1015.85,63.49,247,1
2860,John,Jones,mendezkellie@example.com,37,M,Joycemouth,AL,2024-01-09,Premium,2022-06-14,2024-01-24,12,571.59,47.63,572,1
2861,Kenneth,Lee,gmurphy@example.com,28,F,Wrightshire,VA,2024-09-08,Regular,2022-06-14,2024-12-10,15,996.23,66.42,251,0
2862,Robert,Walters,hugheskaren@example.net,40,F,Bryantshire,LA,2025-08-17,Budget,2022-04-18,2024-09-27,10,276.71,27.67,325,0
2863,Andrea,Thomas,rharris@example.org,21,F,Port Samuel,FL,2025-07-30,Regular,2022-01-04,2024-05-18,11,280.12,25.47,457,0
2864,Bruce,Harris,barcher@example.net,43,F,Jenkinsshire,DC,2024-04-09,Regular,2022-01-23,2024-11-09,15,483.86,32.26,282,0
2865,Joshua,Davis,lauren50@example.net,39,F,Sandovalfort,UT,2024-01-03,Regular,2022-02-05,2024-11-30,16,566.6,35.41,261,0
2866,Derrick,Watkins,ashley21@example.net,31,M,Sarahtown,MN,2023-07-17,Budget,2022-06-26,2024-12-19,11,667.31,60.66,242,1
2867,James,Guerra,pbrown@example.net,24,F,Lake Dawnview,OK,2022-08-24,Budget,2022-04-24,2024-11-04,6,205.39,34.23,287,0
2868,Nicole,Frederick,whubbard@example.org,24,M,Dorothymouth,VA,2025-02-03,Budget,2022-02-14,2024-08-25,10,346.82,34.68,358,1
2869,Alicia,Young,cvega@example.org,41,F,New Ricardo,IN,2023-03-28,Budget,2022-01-28,2024-10-22,10,298.49,29.85,300,1
2870,Crystal,Miller,lmyers@example.org,49,M,Lake Christophermouth,IA,2023-09-26,Regular,2022-01-06,2024-06-24,11,378.43,34.4,420,0
2871,Leah,Hardy,moralesfrancisco@example.net,27,F,Lake Hunter,SD,2024-05-29,Regular,2022-03-28,2024-06-22,13,482.55,37.12,422,1
2872,Laura,Collins,wellssherry@example.net,40,F,South Michael,VT,2023-11-08,Budget,2022-02-23,2024-12-14,11,252.1,22.92,247,0
2873,Veronica,Griffith,katiehicks@example.net,18,F,Blackstad,PW,2023-07-02,Budget,2023-02-14,2024-12-04,7,550.33,78.62,257,0
2874,Kimberly,Sanchez,chambersashley@example.net,27,F,Paultown,DC,2022-09-15,Premium,2022-01-18,2024-11-18,17,923.35,54.31,273,0
2875,Michael,Thompson,tracyhoffman@example.com,34,F,Christineland,IL,2024-10-10,Premium,2022-01-14,2024-09-06,16,570.13,35.63,346,1
2876,Amy,Wright,tammy33@example.com,24,F,Ronaldville,WV,2023-02-07,Budget,2022-05-07,2024-08-25,11,814.59,74.05,358,1
2877,Todd,Mitchell,ellisrobin@example.org,23,M,South Scottborough,OH,2023-07-29,Regular,2022-02-10,2024-04-05,10,308.38,30.84,500,1
2878,Roberta,West,tshort@example.net,26,M,Martinmouth,CO,2023-03-06,Budget,2022-04-28,2024-05-19,9,464.18,51.58,456,1
2879,Wayne,Reid,george94@example.org,38,M,Lake Natashaside,AS,2023-04-08,Regular,2022-02-04,2024-11-11,10,232.93,23.29,280,0
2880,Paul,Nelson,clarkheather@example.net,32,M,Lamberthaven,ME,2023-05-14,Premium,2022-01-15,2024-10-12,10,355.9,35.59,310,0
2881,Hector,Harrington,teresamiller@example.org,18,F,Adrianmouth,IN,2024-02-06,Premium,2022-05-31,2024-08-10,8,172.82,21.6,373,0
2882,Luis,Miller,kevin90@example.org,18,F,Kathyside,IL,2024-08-02,Regular,2022-02-03,2024-07-21,12,476.16,39.68,393,1
2883,Jeffery,Kaufman,michael99@example.com,27,F,West Jamesfurt,DE,2024-03-15,Regular,2022-01-19,2024-08-14,6,185.96,30.99,369,0
2884,Paula,Sanders,yjohnson@example.net,40,M,Christinefort,MT,2022-09-16,Regular,2022-01-10,2024-11-11,14,463.76,33.13,280,0
2885,Kimberly,Jackson,bryanmorgan@example.net,18,M,South Adrienne,MH,2023-09-23,Regular,2022-12-08,2024-08-13,10,398.27,39.83,370,0
2886,Brian,Alexander,xlee@example.com,29,F,Arthurmouth,CA,2022-12-14,Budget,2022-02-07,2024-09-25,10,322.94,32.29,327,0
2887,Victoria,Wagner,susannelson@example.net,28,F,West Christopherborough,NE,2023-03-20,Regular,2022-08-04,2024-08-04,6,179.04,29.84,379,0
2888,Alyssa,Moss,donna30@example.net,51,M,South Catherinemouth,MO,2023-04-29,Regular,2022-01-27,2024-12-28,11,319.76,29.07,233,1
2889,Katie,Wolf,kirstenbenson@example.net,30,F,North Kimberly,WA,2024-06-02,Regular,2022-04-16,2024-06-29,13,691.59,53.2,415,1
2890,Yvonne,Weiss,owensamber@example.com,39,F,West Paulbury,VI,2024-04-19,Regular,2023-04-10,2024-09-14,8,286.66,35.83,338,0
2891,Terri,Leon,ashaw@example.com,36,M,Harringtonburgh,RI,2023-12-06,Regular,2022-01-03,2024-10-07,13,436.42,33.57,315,0
2892,Craig,Smith,rfinley@example.net,18,F,Grimeshaven,FM,2023-08-23,Premium,2022-02-02,2024-05-19,11,597.92,54.36,456,0
2893,Diane,James,ericacooper@example.net,44,M,Jeffreyshire,TN,2025-07-28,Premium,2022-04-09,2024-04-08,5,125.02,25.0,497,0
2894,Joseph,Dickerson,garciadebra@example.com,37,F,North Keith,NJ,2024-03-20,Premium,2022-02-06,2024-06-30,10,439.54,43.95,414,1
2895,Lisa,Blake,rachelvaldez@example.org,41,M,West Christopher,ME,2022-08-22,Premium,2022-02-01,2024-11-30,16,928.0,58.0,261,0
2896,Samantha,Dorsey,aaron70@example.org,80,M,Garciabury,TX,2025-01-22,Regular,2022-08-20,2023-12-31,7,556.69,79.53,596,0
2897,Brian,Larson,mbrown@example.org,18,F,Port Oliviaborough,ME,2023-10-28,Regular,2022-06-29,2024-12-20,9,316.38,35.15,241,0
2898,Wendy,Hernandez,cmccoy@example.com,55,M,Port Susanstad,PW,2023-12-20,Budget,2022-03-28,2024-04-28,7,742.29,106.04,477,0
2899,Jeffrey,Barber,harriswilliam@example.net,31,F,North Ricky,FM,2024-03-14,Budget,2022-02-03,2024-11-03,9,558.76,62.08,288,0
2900,Meghan,Scott,holmesrachel@example.org,38,M,Franceshaven,MT,2025-05-18,Budget,2022-01-17,2024-12-21,12,554.07,46.17,240,0
2901,Laura,Ford,jmoore@example.net,34,M,Port Ronald,OR,2025-05-14,Budget,2023-04-08,2024-12-07,4,163.46,40.86,254,0
2902,Michael,Chavez,carolineperry@example.org,29,M,South Scottborough,NM,2024-07-06,Regular,2022-07-19,2024-11-12,9,197.55,21.95,279,0
2903,Mary,Brooks,marissa85@example.org,28,F,Colemanchester,AZ,2023-08-14,Regular,2022-02-03,2024-11-28,13,379.67,29.21,263,1
2904,Megan,Obrien,elliszachary@example.net,38,F,South Thomasstad,NM,2023-01-17,Regular,2022-03-17,2024-11-12,10,560.49,56.05,279,1
2905,Gregory,Jones,stephanie27@example.net,18,M,Annemouth,DE,2023-11-06,Budget,2022-02-11,2024-02-24,6,386.53,64.42,541,0
2906,Brittany,Taylor,christopher68@example.org,44,F,Lake Robin,DE,2025-01-19,Budget,2022-01-01,2024-09-17,21,1283.13,61.1,335,0
2907,Linda,Harrison,rgiles@example.org,30,F,Kellytown,PA,2023-04-09,Budget,2023-04-24,2024-08-15,2,61.36,30.68,368,1
2908,Heidi,Moore,kgarrison@example.com,21,F,Sherrymouth,NC,2025-06-07,Regular,2022-02-08,2024-02-10,7,525.75,75.11,555,0
2909,Robin,Lopez,amyers@example.net,29,F,Mcculloughberg,AS,2024-06-06,Budget,2022-04-11,2024-06-18,15,716.79,47.79,426,1
2910,Anthony,Smith,morenomary@example.org,50,F,Tiffanyport,VT,2024-06-03,Premium,2022-04-06,2024-06-05,7,243.04,34.72,439,0
2911,Jackie,Mason,bryantcynthia@example.org,28,F,East Markside,OR,2023-05-20,Premium,2022-06-15,2024-01-15,5,96.07,19.21,581,1
2912,Stacey,Swanson,qlee@example.com,39,M,North Courtneymouth,MA,2023-04-01,Budget,2022-03-31,2024-09-28,16,867.02,54.19,324,1
2913,Anne,Henry,jeffery96@example.net,26,M,Allisonberg,MH,2025-06-04,Regular,2022-01-13,2024-08-30,11,471.84,42.89,353,0
2914,Anna,Frost,dawncook@example.net,44,M,West Todd,CA,2023-09-15,Budget,2022-04-20,2024-10-16,7,432.72,61.82,306,0
2915,Jacob,Bentley,fyoder@example.org,43,M,Katelynfort,WY,2024-09-19,Premium,2022-07-14,2024-11-27,8,409.89,51.24,264,0
2916,Vanessa,Waller,fitzgeraldkenneth@example.net,57,F,North Alicia,DE,2024-06-29,Budget,2022-02-06,2024-10-28,12,456.73,38.06,294,1
2917,Nicole,Brooks,kennethsandoval@example.com,32,M,West Shelly,DE,2024-06-13,Regular,2022-01-12,2024-08-22,11,649.42,59.04,361,0
2918,Travis,Burns,rickysmith@example.org,43,M,Port Justinstad,MN,2022-08-21,Budget,2022-05-26,2024-08-29,6,303.73,50.62,354,0
2919,Kyle,Davidson,summerellis@example.org,36,F,Port Stevenport,NM,2023-06-26,Budget,2022-09-15,2024-08-14,14,460.04,32.86,369,0
2920,Tracy,Chapman,whiteregina@example.net,50,M,North Richard,ND,2024-12-27,Budget,2022-01-14,2024-10-02,9,832.0,92.44,320,0
2921,Christopher,Ortiz,tsullivan@example.org,26,M,New Emilychester,MH,2023-04-11,Regular,2022-03-07,2024-07-24,11,652.19,59.29,390,1
2922,Jesse,Williams,chelseabanks@example.com,43,M,North Matthewstad,NH,2025-07-09,Budget,2022-05-26,2024-10-11,12,410.45,34.2,311,0
2923,Jeffery,Dorsey,andersonkaren@example.org,32,F,Costaland,DC,2024-10-06,Regular,2022-03-25,2024-09-14,11,289.32,26.3,338,0
2924,Alisha,Cruz,wflores@example.net,34,M,Lake Justin,IA,2022-11-18,Premium,2022-04-14,2024-11-05,14,680.04,48.57,286,1
2925,Aaron,Cunningham,bobby53@example.net,36,M,Scottstad,OR,2024-09-03,Regular,2022-10-24,2024-12-13,11,483.14,43.92,248,1
2926,Samantha,Lee,wscott@example.org,38,F,North Blakeport,AR,2022-12-05,Budget,2022-01-23,2024-05-01,11,305.16,27.74,474,1
2927,James,Graham,xclarke@example.com,33,F,Andreaton,PW,2022-11-20,Regular,2022-12-22,2024-12-24,10,499.62,49.96,237,1
2928,David,Scott,arellanomorgan@example.net,37,F,East Connie,ID,2022-11-02,Budget,2022-05-14,2024-11-05,7,210.39,30.06,286,1
2929,Jennifer,Gentry,mary88@example.org,53,F,South Morganshire,NM,2023-03-30,Regular,2023-01-13,2024-12-23,3,91.8,30.6,238,0
2930,Samantha,Bowen,belljennifer@example.com,46,M,Lake Patrickport,DE,2023-09-18,Regular,2022-12-31,2024-07-11,7,207.14,29.59,403,1
2931,Megan,Hicks,xwright@example.com,45,M,West Samuel,MD,2023-12-22,Budget,2022-09-05,2024-09-16,14,777.84,55.56,336,0
2932,Marcus,Burns,mjenkins@example.org,29,M,Jocelynhaven,SD,2024-11-11,Premium,2022-06-15,2024-04-15,8,461.5,57.69,490,0
2933,Andrew,Barker,ronniejames@example.com,24,M,Lake Jeffreyfurt,MN,2024-11-15,Budget,2022-02-20,2024-12-21,12,631.95,52.66,240,0
2934,Brenda,Horton,ecampbell@example.org,46,M,New Jeff,NC,2025-07-04,Regular,2022-01-31,2024-04-01,10,229.01,22.9,504,1
2935,Samantha,Curtis,bonnie97@example.net,45,M,Tonyburgh,MO,2024-06-13,Regular,2022-02-01,2024-09-26,10,255.72,25.57,326,0
2936,Kim,House,denniswilliams@example.com,52,F,Michaelhaven,AL,2023-10-15,Regular,2022-06-20,2024-10-28,4,176.53,44.13,294,1
2937,Meghan,Fitzgerald,cassidyhughes@example.org,27,F,South Benjaminbury,HI,2023-02-09,Regular,2022-02-10,2023-12-21,6,251.36,41.89,606,0
2938,Michelle,Allen,ielliott@example.org,32,M,West Calvin,MO,2025-04-21,Regular,2022-01-09,2024-05-23,9,473.81,52.65,452,0
2939,Susan,Johnson,ebutler@example.com,18,F,Monicaburgh,ME,2024-08-01,Regular,2022-04-25,2024-10-26,12,259.35,21.61,296,1
2940,Nathaniel,Li,wthompson@example.com,30,M,Josephchester,DC,2025-05-31,Regular,2023-01-05,2024-12-23,6,251.45,41.91,238,1
2941,Sheri,Mccoy,briannamclaughlin@example.net,46,M,Parkton,IL,2025-02-15,Regular,2022-03-22,2024-09-05,11,704.54,64.05,347,1
2942,Randall,Rhodes,jasonwalton@example.net,29,F,Lake Austinstad,MO,2023-08-24,Regular,2022-04-26,2024-12-15,9,487.36,54.15,246,0
2943,Craig,Terry,zgrimes@example.net,42,M,New Rebecca,VI,2025-03-03,Budget,2022-06-06,2024-12-12,6,127.31,21.22,249,1
2944,Kevin,Brewer,cmckinney@example.net,32,M,West Jacquelineside,HI,2025-03-11,Regular,2022-07-03,2024-11-28,10,468.56,46.86,263,1
2945,Derek,Green,nathannorman@example.org,38,M,Simpsonburgh,VA,2024-04-13,Budget,2022-02-17,2024-10-13,6,216.49,36.08,309,1
2946,Eric,Gibson,david48@example.org,21,F,Dantown,MP,2025-03-26,Regular,2022-02-23,2024-12-23,7,275.34,39.33,238,0
2947,Stacy,Becker,millsmichelle@example.com,36,F,Rodriguezmouth,ME,2024-08-30,Regular,2022-01-26,2024-11-07,15,740.79,49.39,284,1
2948,Latoya,King,codygonzalez@example.net,18,M,New Bethanymouth,MA,2025-03-11,Regular,2022-01-11,2024-10-19,7,256.59,36.66,303,1
2949,Susan,Guzman,theresagreene@example.org,32,F,North Tyler,AS,2023-09-01,Regular,2022-01-04,2024-12-14,10,508.98,50.9,247,0
2950,Debra,Lynn,richardjohnson@example.org,18,F,New Walterville,NY,2025-06-05,Regular,2022-01-06,2024-05-23,7,245.13,35.02,452,0
2951,Grant,Skinner,kenneth76@example.org,49,F,Montesside,ND,2025-05-07,Premium,2022-01-15,2024-11-03,14,1441.93,103.0,288,0
2952,Tanya,Smith,fryekevin@example.net,44,F,East Patriciabury,VA,2023-07-31,Budget,2022-09-01,2024-12-12,12,373.57,31.13,249,0
2953,Heather,Wise,melissaharrell@example.net,40,M,Noahville,LA,2025-03-26,Budget,2022-02-05,2024-07-09,9,484.11,53.79,405,0
2954,Sarah,Newman,robinsondavid@example.org,53,M,New Cody,VT,2023-06-29,Regular,2022-04-23,2024-07-18,4,159.34,39.84,396,0
2955,Kristin,Rangel,omorris@example.net,23,F,North Parkermouth,MS,2023-09-03,Budget,2023-01-31,2024-12-03,8,789.46,98.68,258,0
2956,Jeffrey,Sanders,landerson@example.net,55,F,Sarafurt,WA,2024-10-11,Premium,2022-05-04,2024-08-08,7,314.17,44.88,375,1
2957,Brianna,Willis,qnewman@example.com,46,F,West Scott,OR,2023-06-17,Regular,2022-06-25,2024-10-23,9,308.83,34.31,299,1
2958,Gregory,Santana,ernest24@example.org,32,F,East Michellebury,PR,2023-06-18,Premium,2022-01-17,2024-10-20,12,869.43,72.45,302,1
2959,Kurt,Stone,christine20@example.net,48,F,Rodriguezmouth,IL,2024-11-13,Budget,2023-02-24,2023-12-27,5,284.18,56.84,600,1
2960,Haley,Lopez,jesusdecker@example.org,21,F,Watkinsmouth,NV,2024-07-11,Budget,2022-05-01,2024-07-20,4,100.79,25.2,394,0
2961,David,Henderson,bholder@example.net,25,F,Jacksonburgh,CA,2024-06-15,Budget,2022-07-22,2024-10-22,12,716.15,59.68,300,0
2962,Jessica,Gallegos,deanjose@example.net,27,F,Sarahshire,AS,2024-12-25,Premium,2022-03-04,2024-11-24,10,237.11,23.71,267,1
2963,Stacy,King,kmartinez@example.net,28,F,Tracystad,KY,2024-10-21,Regular,2022-01-21,2023-12-21,10,351.57,35.16,606,0
2964,Stacy,Turner,banksmeredith@example.com,22,M,New Brianshire,NH,2023-07-10,Regular,2022-05-18,2024-12-22,12,506.94,42.24,239,0
